runtime E0 E1
7.041 9.51303 9.51303
7.042 9.57583 9.57583
7.043 9.63891 9.63891
7.044 9.70229 9.70229
7.045 9.76596 9.76596
7.046 9.82992 9.82992
7.047 9.89417 9.89417
7.048 9.95871 9.95871
7.049 10.0235 10.0235
7.05 10.0887 10.0887
7.051 10.154 10.154
7.052 10.2197 10.2197
7.053 10.2857 10.2857
7.054 10.3519 10.3519
7.055 10.4185 10.4185
7.056 10.4853 10.4853
7.057 10.5524 10.5524
7.058 10.6197 10.6197
7.059 10.6873 10.6873
7.06 10.7552 10.7552
7.061 10.8234 10.8234
7.062 10.8918 10.8918
7.063 10.9605 10.9605
7.064 11.0295 11.0295
7.065 11.0987 11.0987
7.066 11.1681 11.1681
7.067 11.2379 11.2379
7.068 11.3078 11.3078
7.069 11.378 11.378
7.07 11.4485 11.4485
7.071 11.5192 11.5192
7.072 11.5901 11.5901
7.073 11.6613 11.6613
7.074 11.7327 11.7327
7.075 11.8043 11.8043
7.076 11.8761 11.8761
7.077 11.9481 11.9481
7.078 12.0204 12.0204
7.079 12.0929 12.0929
7.08 12.1655 12.1655
7.081 12.2384 12.2384
7.082 12.3114 12.3114
7.083 12.3846 12.3846
7.084 12.458 12.458
7.085 12.5316 12.5316
7.086 12.6054 12.6054
7.087 12.6793 12.6793
7.088 12.7533 12.7533
7.089 12.8275 12.8275
7.09 12.9018 12.9018
7.091 12.9763 12.9763
7.092 13.0509 13.0509
7.093 13.1256 13.1256
7.094 13.2004 13.2004
7.095 13.2753 13.2753
7.096 13.3503 13.3503
7.097 13.4253 13.4253
7.098 13.5005 13.5005
7.099 13.5757 13.5757
7.1 13.6509 13.6509
7.101 13.7262 13.7262
7.102 13.8015 13.8015
7.103 13.8769 13.8769
7.104 13.9522 13.9522
7.105 14.0276 14.0276
7.106 14.1029 14.1029
7.107 14.1782 14.1782
7.108 14.2534 14.2534
7.109 14.3286 14.3286
7.11 14.4037 14.4037
7.111 14.4788 14.4788
7.112 14.5537 14.5537
7.113 14.6286 14.6286
7.114 14.7033 14.7033
7.115 14.7778 14.7778
7.116 14.8522 14.8522
7.117 14.9264 14.9264
7.118 15.0004 15.0004
7.119 15.0743 15.0743
7.12 15.1478 15.1478
7.121 15.2212 15.2212
7.122 15.2942 15.2942
7.123 15.367 15.367
7.124 15.4395 15.4395
7.125 15.5116 15.5116
7.126 15.5834 15.5834
7.127 15.6548 15.6548
7.128 15.7258 15.7258
7.129 15.7964 15.7964
7.13 15.8666 15.8666
7.131 15.9363 15.9363
7.132 16.0055 16.0055
7.133 16.0742 16.0742
7.134 16.1423 16.1423
7.135 16.2099 16.2099
7.136 16.2768 16.2768
7.137 16.3432 16.3432
7.138 16.4089 16.4089
7.139 16.4739 16.4739
7.14 16.5382 16.5382
7.141 16.6018 16.6018
7.142 16.6645 16.6645
7.143 16.7265 16.7265
7.144 16.7876 16.7876
7.145 16.8479 16.8479
7.146 16.9072 16.9072
7.147 16.9656 16.9656
7.148 17.023 17.023
7.149 17.0793 17.0793
7.15 17.1347 17.1347
7.151 17.1889 17.1889
7.152 17.242 17.242
7.153 17.2939 17.2939
7.154 17.3446 17.3446
7.155 17.394 17.394
7.156 17.4421 17.4421
7.157 17.4889 17.4889
7.158 17.5343 17.5343
7.159 17.5782 17.5782
7.16 17.6207 17.6207
7.161 17.6617 17.6617
7.162 17.701 17.701
7.163 17.7388 17.7388
7.164 17.7748 17.7748
7.165 17.8091 17.8091
7.166 17.8417 17.8417
7.167 17.8724 17.8724
7.168 17.9013 17.9013
7.169 17.9282 17.9282
7.17 17.9531 17.9531
7.171 17.976 17.976
7.172 17.9968 17.9968
7.173 18.0154 18.0154
7.174 18.0318 18.0318
7.175 18.0459 18.0459
7.176 18.0577 18.0577
7.177 18.0672 18.0672
7.178 18.0741 18.0741
7.179 18.0786 18.0786
7.18 18.0805 18.0805
7.181 18.0798 18.0798
7.182 18.0764 18.0764
7.183 18.0702 18.0702
7.184 18.0612 18.0612
7.185 18.0494 18.0494
7.186 18.0346 18.0346
7.187 18.0168 18.0168
7.188 17.9959 17.9959
7.189 17.972 17.972
7.19 17.9448 17.9448
7.191 17.9144 17.9144
7.192 17.8806 17.8806
7.193 17.8435 17.8435
7.194 17.803 17.803
7.195 17.759 17.759
7.196 17.7114 17.7114
7.197 17.6602 17.6602
7.198 17.6053 17.6053
7.199 17.5467 17.5467
7.2 17.4843 17.4843
7.201 17.418 17.418
7.202 17.3479 17.3479
7.203 17.2738 17.2738
7.204 17.1957 17.1957
7.205 17.1135 17.1135
7.206 17.0273 17.0273
7.207 16.9369 16.9369
7.208 16.8423 16.8423
7.209 16.7435 16.7435
7.21 16.6404 16.6404
7.211 16.5331 16.5331
7.212 16.4214 16.4214
7.213 16.3053 16.3053
7.214 16.1848 16.1848
7.215 16.06 16.06
7.216 15.9307 15.9307
7.217 15.7969 15.7969
7.218 15.6588 15.6588
7.219 15.5161 15.5161
7.22 15.369 15.369
7.221 15.2174 15.2174
7.222 15.0614 15.0614
7.223 14.901 14.901
7.224 14.7361 14.7361
7.225 14.5668 14.5668
7.226 14.3932 14.3932
7.227 14.2152 14.2152
7.228 14.033 14.033
7.229 13.8465 13.8465
7.23 13.6559 13.6559
7.231 13.4611 13.4611
7.232 13.2623 13.2623
7.233 13.0596 13.0596
7.234 12.8529 12.8529
7.235 12.6425 12.6425
7.236 12.4283 12.4283
7.237 12.2106 12.2106
7.238 11.9894 11.9894
7.239 11.7649 11.7649
7.24 11.5372 11.5372
7.241 11.3064 11.3064
7.242 11.0728 11.0728
7.243 10.8363 10.8363
7.244 10.5973 10.5973
7.245 10.3558 10.3558
7.246 10.1122 10.1122
7.247 9.8665 9.8665
7.248 9.61898 9.61898
7.249 9.36984 9.36984
7.25 9.11931 9.11931
7.251 8.8676 8.8676
7.252 8.61496 8.61496
7.253 8.36163 8.36163
7.254 8.10786 8.10786
7.255 7.85391 7.85391
7.256 7.60004 7.60004
7.257 7.34653 7.34653
7.258 7.09365 7.09365
7.259 6.8417 6.8417
7.26 6.59096 6.59096
7.261 6.34172 6.34172
7.262 6.0943 6.0943
7.263 5.849 5.849
7.264 5.60612 5.60612
7.265 5.36597 5.36597
7.266 5.12888 5.12888
7.267 4.89515 4.89515
7.268 4.66511 4.66511
7.269 4.43908 4.43908
7.27 4.21737 4.21737
7.271 4.0003 4.0003
7.272 3.78819 3.78819
7.273 3.58134 3.58134
7.274 3.38008 3.38008
7.275 3.18471 3.18471
7.276 2.99553 2.99553
7.277 2.81283 2.81283
7.278 2.6369 2.6369
7.279 2.46804 2.46804
7.28 2.30651 2.30651
7.281 2.15258 2.15258
7.282 2.00651 2.00651
7.283 1.86854 1.86854
7.284 1.73892 1.73892
7.285 1.61785 1.61785
7.286 1.50556 1.50556
7.287 1.40225 1.40225
7.288 1.30809 1.30809
7.289 1.22327 1.22327
7.29 1.14793 1.14793
7.291 1.08222 1.08222
7.292 1.02626 1.02626
7.293 0.98016 0.98016
7.294 0.944014 0.944014
7.295 0.917895 0.917895
7.296 0.901863 0.901863
7.297 0.895959 0.895959
7.298 0.900205 0.900205
7.299 0.914607 0.914607
7.3 0.939154 0.939154
7.301 0.973816 0.973816
7.302 1.01855 1.01855
7.303 1.07328 1.07328
7.304 1.13794 1.13794
7.305 1.21242 1.21242
7.306 1.29661 1.29661
7.307 1.39037 1.39037
7.308 1.49357 1.49357
7.309 1.60603 1.60603
7.31 1.72759 1.72759
7.311 1.85804 1.85804
7.312 1.99719 1.99719
7.313 2.1448 2.1448
7.314 2.30066 2.30066
7.315 2.46452 2.46452
7.316 2.63612 2.63612
7.317 2.81521 2.81521
7.318 3.0015 3.0015
7.319 3.19471 3.19471
7.32 3.39455 3.39455
7.321 3.60073 3.60073
7.322 3.81294 3.81294
7.323 4.03087 4.03087
7.324 4.2542 4.2542
7.325 4.48262 4.48262
7.326 4.7158 4.7158
7.327 4.95343 4.95343
7.328 5.19517 5.19517
7.329 5.4407 5.4407
7.33 5.68969 5.68969
7.331 5.94181 5.94181
7.332 6.19675 6.19675
7.333 6.45419 6.45419
7.334 6.71379 6.71379
7.335 6.97524 6.97524
7.336 7.23824 7.23824
7.337 7.50248 7.50248
7.338 7.76765 7.76765
7.339 8.03345 8.03345
7.34 8.2996 8.2996
7.341 8.56581 8.56581
7.342 8.83181 8.83181
7.343 9.09731 9.09731
7.344 9.36207 9.36207
7.345 9.62582 9.62582
7.346 9.88832 9.88832
7.347 10.1493 10.1493
7.348 10.4086 10.4086
7.349 10.666 10.666
7.35 10.9211 10.9211
7.351 11.174 11.174
7.352 11.4242 11.4242
7.353 11.6718 11.6718
7.354 11.9164 11.9164
7.355 12.1579 12.1579
7.356 12.3962 12.3962
7.357 12.6311 12.6311
7.358 12.8625 12.8625
7.359 13.0902 13.0902
7.36 13.3141 13.3141
7.361 13.5341 13.5341
7.362 13.7501 13.7501
7.363 13.962 13.962
7.364 14.1697 14.1697
7.365 14.3732 14.3732
7.366 14.5722 14.5722
7.367 14.7669 14.7669
7.368 14.9571 14.9571
7.369 15.1427 15.1427
7.37 15.3238 15.3238
7.371 15.5003 15.5003
7.372 15.6721 15.6721
7.373 15.8393 15.8393
7.374 16.0018 16.0018
7.375 16.1595 16.1595
7.376 16.3126 16.3126
7.377 16.461 16.461
7.378 16.6046 16.6046
7.379 16.7436 16.7436
7.38 16.8778 16.8778
7.381 17.0074 17.0074
7.382 17.1324 17.1324
7.383 17.2527 17.2527
7.384 17.3684 17.3684
7.385 17.4796 17.4796
7.386 17.5862 17.5862
7.387 17.6884 17.6884
7.388 17.786 17.786
7.389 17.8793 17.8793
7.39 17.9683 17.9683
7.391 18.0529 18.0529
7.392 18.1332 18.1332
7.393 18.2094 18.2094
7.394 18.2814 18.2814
7.395 18.3493 18.3493
7.396 18.4132 18.4132
7.397 18.4731 18.4731
7.398 18.5291 18.5291
7.399 18.5813 18.5813
7.4 18.6296 18.6296
7.401 18.6743 18.6743
7.402 18.7153 18.7153
7.403 18.7526 18.7526
7.404 18.7865 18.7865
7.405 18.8169 18.8169
7.406 18.8439 18.8439
7.407 18.8676 18.8676
7.408 18.888 18.888
7.409 18.9052 18.9052
7.41 18.9193 18.9193
7.411 18.9304 18.9304
7.412 18.9384 18.9384
7.413 18.9435 18.9435
7.414 18.9458 18.9458
7.415 18.9453 18.9453
7.416 18.942 18.942
7.417 18.9361 18.9361
7.418 18.9275 18.9275
7.419 18.9165 18.9165
7.42 18.9029 18.9029
7.421 18.887 18.887
7.422 18.8687 18.8687
7.423 18.8481 18.8481
7.424 18.8253 18.8253
7.425 18.8003 18.8003
7.426 18.7732 18.7732
7.427 18.7441 18.7441
7.428 18.713 18.713
7.429 18.6799 18.6799
7.43 18.6449 18.6449
7.431 18.6082 18.6082
7.432 18.5696 18.5696
7.433 18.5294 18.5294
7.434 18.4874 18.4874
7.435 18.4439 18.4439
7.436 18.3988 18.3988
7.437 18.3521 18.3521
7.438 18.304 18.304
7.439 18.2545 18.2545
7.44 18.2036 18.2036
7.441 18.1514 18.1514
7.442 18.0979 18.0979
7.443 18.0432 18.0432
7.444 17.9873 17.9873
7.445 17.9302 17.9302
7.446 17.872 17.872
7.447 17.8127 17.8127
7.448 17.7524 17.7524
7.449 17.6911 17.6911
7.45 17.6288 17.6288
7.451 17.5657 17.5657
7.452 17.5016 17.5016
7.453 17.4367 17.4367
7.454 17.371 17.371
7.455 17.3045 17.3045
7.456 17.2373 17.2373
7.457 17.1693 17.1693
7.458 17.1007 17.1007
7.459 17.0314 17.0314
7.46 16.9615 16.9615
7.461 16.891 16.891
7.462 16.82 16.82
7.463 16.7484 16.7484
7.464 16.6763 16.6763
7.465 16.6037 16.6037
7.466 16.5307 16.5307
7.467 16.4572 16.4572
7.468 16.3833 16.3833
7.469 16.3091 16.3091
7.47 16.2344 16.2344
7.471 16.1595 16.1595
7.472 16.0842 16.0842
7.473 16.0086 16.0086
7.474 15.9328 15.9328
7.475 15.8567 15.8567
7.476 15.7804 15.7804
7.477 15.7038 15.7038
7.478 15.6271 15.6271
7.479 15.5502 15.5502
7.48 15.4731 15.4731
7.481 15.3959 15.3959
7.482 15.3185 15.3185
7.483 15.2411 15.2411
7.484 15.1635 15.1635
7.485 15.0859 15.0859
7.486 15.0082 15.0082
7.487 14.9304 14.9304
7.488 14.8526 14.8526
7.489 14.7748 14.7748
7.49 14.697 14.697
7.491 14.6192 14.6192
7.492 14.5414 14.5414
7.493 14.4636 14.4636
7.494 14.3859 14.3859
7.495 14.3082 14.3082
7.496 14.2305 14.2305
7.497 14.153 14.153
7.498 14.0755 14.0755
7.499 13.9981 13.9981
7.5 13.9208 13.9208
7.501 13.8436 13.8436
7.502 13.7665 13.7665
7.503 13.6896 13.6896
7.504 13.6128 13.6128
7.505 13.5361 13.5361
7.506 13.4596 13.4596
7.507 13.3832 13.3832
7.508 13.307 13.307
7.509 13.231 13.231
7.51 13.1551 13.1551
7.511 13.0794 13.0794
7.512 13.004 13.004
7.513 12.9287 12.9287
7.514 12.8536 12.8536
7.515 12.7787 12.7787
7.516 12.7041 12.7041
7.517 12.6296 12.6296
7.518 12.5554 12.5554
7.519 12.4814 12.4814
7.52 12.4076 12.4076
7.521 12.3341 12.3341
7.522 12.2608 12.2608
7.523 12.1878 12.1878
7.524 12.115 12.115
7.525 12.0425 12.0425
7.526 11.9702 11.9702
7.527 11.8982 11.8982
7.528 11.8264 11.8264
7.529 11.7549 11.7549
7.53 11.6837 11.6837
7.531 11.6127 11.6127
7.532 11.542 11.542
7.533 11.4716 11.4716
7.534 11.4015 11.4015
7.535 11.3316 11.3316
7.536 11.2621 11.2621
7.537 11.1928 11.1928
7.538 11.1238 11.1238
7.539 11.0551 11.0551
7.54 10.9867 10.9867
7.541 10.9186 10.9186
7.542 10.8507 10.8507
7.543 10.7832 10.7832
7.544 10.716 10.716
7.545 10.649 10.649
7.546 10.5824 10.5824
7.547 10.516 10.516
7.548 10.45 10.45
7.549 10.3843 10.3843
7.55 10.3188 10.3188
7.551 10.2537 10.2537
7.552 10.1889 10.1889
7.553 10.1243 10.1243
7.554 10.0601 10.0601
7.555 9.9962 9.9962
7.556 9.93259 9.93259
7.557 9.86929 9.86929
7.558 9.80629 9.80629
7.559 9.7436 9.7436
7.56 9.68122 9.68122
7.561 9.61914 9.61914
7.562 9.55737 9.55737
7.563 9.4959 9.4959
7.564 9.43474 9.43474
7.565 9.37389 9.37389
7.566 9.31335 9.31335
7.567 9.25311 9.25311
7.568 9.19318 9.19318
7.569 9.13355 9.13355
7.57 9.07423 9.07423
7.571 9.01521 9.01521
7.572 8.9565 8.9565
7.573 8.89809 8.89809
7.574 8.83998 8.83998
7.575 8.78218 8.78218
7.576 8.72468 8.72468
7.577 8.66748 8.66748
7.578 8.61059 8.61059
7.579 8.55399 8.55399
7.58 8.49769 8.49769
7.581 8.4417 8.4417
7.582 8.386 8.386
7.583 8.3306 8.3306
7.584 8.2755 8.2755
7.585 8.22069 8.22069
7.586 8.16618 8.16618
7.587 8.11196 8.11196
7.588 8.05804 8.05804
7.589 8.00441 8.00441
7.59 7.95107 7.95107
7.591 7.89802 7.89802
7.592 7.84526 7.84526
7.593 7.7928 7.7928
7.594 7.74062 7.74062
7.595 7.68872 7.68872
7.596 7.63712 7.63712
7.597 7.5858 7.5858
7.598 7.53476 7.53476
7.599 7.48401 7.48401
7.6 7.43354 7.43354
7.601 7.38335 7.38335
7.602 7.33343 7.33343
7.603 7.2838 7.2838
7.604 7.23445 7.23445
7.605 7.18537 7.18537
7.606 7.13657 7.13657
7.607 7.08805 7.08805
7.608 7.03979 7.03979
7.609 6.99181 6.99181
7.61 6.9441 6.9441
7.611 6.89666 6.89666
7.612 6.84949 6.84949
7.613 6.80259 6.80259
7.614 6.75595 6.75595
7.615 6.70958 6.70958
7.616 6.66348 6.66348
7.617 6.61763 6.61763
7.618 6.57205 6.57205
7.619 6.52673 6.52673
7.62 6.48167 6.48167
7.621 6.43687 6.43687
7.622 6.39232 6.39232
7.623 6.34803 6.34803
7.624 6.304 6.304
7.625 6.26022 6.26022
7.626 6.21669 6.21669
7.627 6.17341 6.17341
7.628 6.13038 6.13038
7.629 6.08761 6.08761
7.63 6.04508 6.04508
7.631 6.00279 6.00279
7.632 5.96075 5.96075
7.633 5.91896 5.91896
7.634 5.87741 5.87741
7.635 5.8361 5.8361
7.636 5.79503 5.79503
7.637 5.7542 5.7542
7.638 5.71361 5.71361
7.639 5.67325 5.67325
7.64 5.63314 5.63314
7.641 5.59325 5.59325
7.642 5.5536 5.5536
7.643 5.51419 5.51419
7.644 5.475 5.475
7.645 5.43604 5.43604
7.646 5.39732 5.39732
7.647 5.35882 5.35882
7.648 5.32054 5.32054
7.649 5.2825 5.2825
7.65 5.24467 5.24467
7.651 5.20707 5.20707
7.652 5.1697 5.1697
7.653 5.13254 5.13254
7.654 5.0956 5.0956
7.655 5.05888 5.05888
7.656 5.02238 5.02238
7.657 4.9861 4.9861
7.658 4.95003 4.95003
7.659 4.91417 4.91417
7.66 4.87853 4.87853
7.661 4.8431 4.8431
7.662 4.80788 4.80788
7.663 4.77287 4.77287
7.664 4.73807 4.73807
7.665 4.70347 4.70347
7.666 4.66909 4.66909
7.667 4.63491 4.63491
7.668 4.60093 4.60093
7.669 4.56715 4.56715
7.67 4.53358 4.53358
7.671 4.50021 4.50021
7.672 4.46704 4.46704
7.673 4.43407 4.43407
7.674 4.40129 4.40129
7.675 4.36872 4.36872
7.676 4.33634 4.33634
7.677 4.30415 4.30415
7.678 4.27216 4.27216
7.679 4.24036 4.24036
7.68 4.20875 4.20875
7.681 4.17733 4.17733
7.682 4.14611 4.14611
7.683 4.11507 4.11507
7.684 4.08422 4.08422
7.685 4.05356 4.05356
7.686 4.02308 4.02308
7.687 3.99279 3.99279
7.688 3.96268 3.96268
7.689 3.93276 3.93276
7.69 3.90301 3.90301
7.691 3.87345 3.87345
7.692 3.84407 3.84407
7.693 3.81487 3.81487
7.694 3.78584 3.78584
7.695 3.757 3.757
7.696 3.72833 3.72833
7.697 3.69983 3.69983
7.698 3.67151 3.67151
7.699 3.64336 3.64336
7.7 3.61539 3.61539
7.701 3.58759 3.58759
7.702 3.55996 3.55996
7.703 3.5325 3.5325
7.704 3.50521 3.50521
7.705 3.47808 3.47808
7.706 3.45113 3.45113
7.707 3.42434 3.42434
7.708 3.39772 3.39772
7.709 3.37126 3.37126
7.71 3.34496 3.34496
7.711 3.31883 3.31883
7.712 3.29287 3.29287
7.713 3.26706 3.26706
7.714 3.24141 3.24141
7.715 3.21593 3.21593
7.716 3.1906 3.1906
7.717 3.16543 3.16543
7.718 3.14042 3.14042
7.719 3.11557 3.11557
7.72 3.09087 3.09087
7.721 3.06633 3.06633
7.722 3.04194 3.04194
7.723 3.01771 3.01771
7.724 2.99362 2.99362
7.725 2.96969 2.96969
7.726 2.94592 2.94592
7.727 2.92229 2.92229
7.728 2.89881 2.89881
7.729 2.87548 2.87548
7.73 2.8523 2.8523
7.731 2.82927 2.82927
7.732 2.80638 2.80638
7.733 2.78364 2.78364
7.734 2.76105 2.76105
7.735 2.7386 2.7386
7.736 2.71629 2.71629
7.737 2.69413 2.69413
7.738 2.67211 2.67211
7.739 2.65023 2.65023
7.74 2.62849 2.62849
7.741 2.6069 2.6069
7.742 2.58544 2.58544
7.743 2.56412 2.56412
7.744 2.54295 2.54295
7.745 2.52191 2.52191
7.746 2.501 2.501
7.747 2.48023 2.48023
7.748 2.4596 2.4596
7.749 2.43911 2.43911
7.75 2.41875 2.41875
7.751 2.39852 2.39852
7.752 2.37842 2.37842
7.753 2.35846 2.35846
7.754 2.33863 2.33863
7.755 2.31894 2.31894
7.756 2.29937 2.29937
7.757 2.27993 2.27993
7.758 2.26063 2.26063
7.759 2.24145 2.24145
7.76 2.2224 2.2224
7.761 2.20348 2.20348
7.762 2.18468 2.18468
7.763 2.16601 2.16601
7.764 2.14747 2.14747
7.765 2.12906 2.12906
7.766 2.11077 2.11077
7.767 2.0926 2.0926
7.768 2.07456 2.07456
7.769 2.05664 2.05664
7.77 2.03884 2.03884
7.771 2.02117 2.02117
7.772 2.00361 2.00361
7.773 1.98618 1.98618
7.774 1.96887 1.96887
7.775 1.95168 1.95168
7.776 1.93461 1.93461
7.777 1.91766 1.91766
7.778 1.90082 1.90082
7.779 1.88411 1.88411
7.78 1.86751 1.86751
7.781 1.85103 1.85103
7.782 1.83466 1.83466
7.783 1.81841 1.81841
7.784 1.80228 1.80228
7.785 1.78626 1.78626
7.786 1.77036 1.77036
7.787 1.75457 1.75457
7.788 1.73889 1.73889
7.789 1.72333 1.72333
7.79 1.70788 1.70788
7.791 1.69254 1.69254
7.792 1.67731 1.67731
7.793 1.66219 1.66219
7.794 1.64719 1.64719
7.795 1.63229 1.63229
7.796 1.61751 1.61751
7.797 1.60284 1.60284
7.798 1.58827 1.58827
7.799 1.57381 1.57381
7.8 1.55946 1.55946
7.801 1.54522 1.54522
7.802 1.53109 1.53109
7.803 1.51706 1.51706
7.804 1.50314 1.50314
7.805 1.48932 1.48932
7.806 1.47561 1.47561
7.807 1.46201 1.46201
7.808 1.44851 1.44851
7.809 1.43511 1.43511
7.81 1.42182 1.42182
7.811 1.40863 1.40863
7.812 1.39555 1.39555
7.813 1.38257 1.38257
7.814 1.36969 1.36969
7.815 1.35691 1.35691
7.816 1.34424 1.34424
7.817 1.33166 1.33166
7.818 1.31919 1.31919
7.819 1.30682 1.30682
7.82 1.29455 1.29455
7.821 1.28237 1.28237
7.822 1.2703 1.2703
7.823 1.25833 1.25833
7.824 1.24645 1.24645
7.825 1.23468 1.23468
7.826 1.223 1.223
7.827 1.21142 1.21142
7.828 1.19993 1.19993
7.829 1.18855 1.18855
7.83 1.17726 1.17726
7.831 1.16607 1.16607
7.832 1.15497 1.15497
7.833 1.14397 1.14397
7.834 1.13306 1.13306
7.835 1.12225 1.12225
7.836 1.11154 1.11154
7.837 1.10092 1.10092
7.838 1.09039 1.09039
7.839 1.07996 1.07996
7.84 1.06962 1.06962
7.841 1.05938 1.05938
7.842 1.04922 1.04922
7.843 1.03916 1.03916
7.844 1.0292 1.0292
7.845 1.01932 1.01932
7.846 1.00954 1.00954
7.847 0.999846 0.999846
7.848 0.990246 0.990246
7.849 0.980737 0.980737
7.85 0.971318 0.971318
7.851 0.961991 0.961991
7.852 0.952753 0.952753
7.853 0.943605 0.943605
7.854 0.934548 0.934548
7.855 0.925579 0.925579
7.856 0.9167 0.9167
7.857 0.90791 0.90791
7.858 0.899208 0.899208
7.859 0.890595 0.890595
7.86 0.882071 0.882071
7.861 0.873634 0.873634
7.862 0.865285 0.865285
7.863 0.857023 0.857023
7.864 0.848849 0.848849
7.865 0.840761 0.840761
7.866 0.832761 0.832761
7.867 0.824847 0.824847
7.868 0.81702 0.81702
7.869 0.809278 0.809278
7.87 0.801623 0.801623
7.871 0.794053 0.794053
7.872 0.786569 0.786569
7.873 0.77917 0.77917
7.874 0.771856 0.771856
7.875 0.764627 0.764627
7.876 0.757482 0.757482
7.877 0.750423 0.750423
7.878 0.743447 0.743447
7.879 0.736555 0.736555
7.88 0.729748 0.729748
7.881 0.723024 0.723024
7.882 0.716383 0.716383
7.883 0.709826 0.709826
7.884 0.703352 0.703352
7.885 0.69696 0.69696
7.886 0.690652 0.690652
7.887 0.684426 0.684426
7.888 0.678283 0.678283
7.889 0.672222 0.672222
7.89 0.666243 0.666243
7.891 0.660346 0.660346
7.892 0.65453 0.65453
7.893 0.648796 0.648796
7.894 0.643144 0.643144
7.895 0.637573 0.637573
7.896 0.632083 0.632083
7.897 0.626674 0.626674
7.898 0.621345 0.621345
7.899 0.616098 0.616098
7.9 0.610931 0.610931
7.901 0.605844 0.605844
7.902 0.600837 0.600837
7.903 0.595911 0.595911
7.904 0.591065 0.591065
7.905 0.586298 0.586298
7.906 0.581611 0.581611
7.907 0.577004 0.577004
7.908 0.572476 0.572476
7.909 0.568027 0.568027
7.91 0.563657 0.563657
7.911 0.559367 0.559367
7.912 0.555156 0.555156
7.913 0.551023 0.551023
7.914 0.546969 0.546969
7.915 0.542994 0.542994
7.916 0.539097 0.539097
7.917 0.535278 0.535278
7.918 0.531538 0.531538
7.919 0.527876 0.527876
7.92 0.524292 0.524292
7.921 0.520786 0.520786
7.922 0.517358 0.517358
7.923 0.514007 0.514007
7.924 0.510735 0.510735
7.925 0.507539 0.507539
7.926 0.504422 0.504422
7.927 0.501382 0.501382
7.928 0.498419 0.498419
7.929 0.495533 0.495533
7.93 0.492725 0.492725
7.931 0.489993 0.489993
7.932 0.487339 0.487339
7.933 0.484762 0.484762
7.934 0.482261 0.482261
7.935 0.479838 0.479838
7.936 0.477491 0.477491
7.937 0.47522 0.47522
7.938 0.473027 0.473027
7.939 0.470909 0.470909
7.94 0.468869 0.468869
7.941 0.466905 0.466905
7.942 0.465017 0.465017
7.943 0.463205 0.463205
7.944 0.46147 0.46147
7.945 0.459811 0.459811
7.946 0.458228 0.458228
7.947 0.456721 0.456721
7.948 0.455291 0.455291
7.949 0.453936 0.453936
7.95 0.452658 0.452658
7.951 0.451455 0.451455
7.952 0.450328 0.450328
7.953 0.449278 0.449278
7.954 0.448303 0.448303
7.955 0.447404 0.447404
7.956 0.446581 0.446581
7.957 0.445833 0.445833
7.958 0.445162 0.445162
7.959 0.444566 0.444566
7.96 0.444046 0.444046
7.961 0.443602 0.443602
7.962 0.443233 0.443233
7.963 0.44294 0.44294
7.964 0.442723 0.442723
7.965 0.442581 0.442581
7.966 0.442516 0.442516
7.967 0.442525 0.442525
7.968 0.442611 0.442611
7.969 0.442772 0.442772
7.97 0.443009 0.443009
7.971 0.443321 0.443321
7.972 0.44371 0.44371
7.973 0.444174 0.444174
7.974 0.444713 0.444713
7.975 0.445329 0.445329
7.976 0.44602 0.44602
7.977 0.446787 0.446787
7.978 0.447629 0.447629
7.979 0.448548 0.448548
7.98 0.449542 0.449542
7.981 0.450612 0.450612
7.982 0.451758 0.451758
7.983 0.45298 0.45298
7.984 0.454278 0.454278
7.985 0.455652 0.455652
7.986 0.457101 0.457101
7.987 0.458627 0.458627
7.988 0.460229 0.460229
7.989 0.461907 0.461907
7.99 0.463661 0.463661
7.991 0.465492 0.465492
7.992 0.467399 0.467399
7.993 0.469382 0.469382
7.994 0.471441 0.471441
7.995 0.473577 0.473577
7.996 0.475789 0.475789
7.997 0.478078 0.478078
7.998 0.480443 0.480443
7.999 0.482885 0.482885
8 0.485404 0.485404
8.001 0.487999 0.487999
8.002 0.490672 0.490672
8.003 0.493421 0.493421
8.004 0.496247 0.496247
8.005 0.499151 0.499151
8.006 0.502131 0.502131
8.007 0.505189 0.505189
8.008 0.508324 0.508324
8.009 0.511536 0.511536
8.01 0.514826 0.514826
8.011 0.518194 0.518194
8.012 0.521639 0.521639
8.013 0.525162 0.525162
8.014 0.528763 0.528763
8.015 0.532441 0.532441
8.016 0.536198 0.536198
8.017 0.540033 0.540033
8.018 0.543946 0.543946
8.019 0.547938 0.547938
8.02 0.552008 0.552008
8.021 0.556156 0.556156
8.022 0.560383 0.560383
8.023 0.564689 0.564689
8.024 0.569074 0.569074
8.025 0.573538 0.573538
8.026 0.578081 0.578081
8.027 0.582703 0.582703
8.028 0.587405 0.587405
8.029 0.592186 0.592186
8.03 0.597047 0.597047
8.031 0.601988 0.601988
8.032 0.607008 0.607008
8.033 0.612109 0.612109
8.034 0.61729 0.61729
8.035 0.622551 0.622551
8.036 0.627892 0.627892
8.037 0.633314 0.633314
8.038 0.638817 0.638817
8.039 0.644401 0.644401
8.04 0.650066 0.650066
8.041 0.655812 0.655812
8.042 0.66164 0.66164
8.043 0.667549 0.667549
8.044 0.67354 0.67354
8.045 0.679612 0.679612
8.046 0.685767 0.685767
