runtime E0 E1
40.161 1.70723 1.70723
40.162 1.70708 1.70708
40.163 1.70693 1.70693
40.164 1.70677 1.70677
40.165 1.70662 1.70662
40.166 1.70647 1.70647
40.167 1.70631 1.70631
40.168 1.70616 1.70616
40.169 1.70601 1.70601
40.17 1.70586 1.70586
40.171 1.7057 1.7057
40.172 1.70555 1.70555
40.173 1.7054 1.7054
40.174 1.70525 1.70525
40.175 1.70509 1.70509
40.176 1.70494 1.70494
40.177 1.70479 1.70479
40.178 1.70464 1.70464
40.179 1.70449 1.70449
40.18 1.70434 1.70434
40.181 1.70419 1.70419
40.182 1.70404 1.70404
40.183 1.70388 1.70388
40.184 1.70373 1.70373
40.185 1.70358 1.70358
40.186 1.70343 1.70343
40.187 1.70328 1.70328
40.188 1.70313 1.70313
40.189 1.70298 1.70298
40.19 1.70283 1.70283
40.191 1.70268 1.70268
40.192 1.70253 1.70253
40.193 1.70238 1.70238
40.194 1.70223 1.70223
40.195 1.70209 1.70209
40.196 1.70194 1.70194
40.197 1.70179 1.70179
40.198 1.70164 1.70164
40.199 1.70149 1.70149
40.2 1.70134 1.70134
40.201 1.70119 1.70119
40.202 1.70105 1.70105
40.203 1.7009 1.7009
40.204 1.70075 1.70075
40.205 1.7006 1.7006
40.206 1.70046 1.70046
40.207 1.70031 1.70031
40.208 1.70016 1.70016
40.209 1.70001 1.70001
40.21 1.69987 1.69987
40.211 1.69972 1.69972
40.212 1.69957 1.69957
40.213 1.69943 1.69943
40.214 1.69928 1.69928
40.215 1.69913 1.69913
40.216 1.69899 1.69899
40.217 1.69884 1.69884
40.218 1.69869 1.69869
40.219 1.69855 1.69855
40.22 1.6984 1.6984
40.221 1.69826 1.69826
40.222 1.69811 1.69811
40.223 1.69797 1.69797
40.224 1.69782 1.69782
40.225 1.69768 1.69768
40.226 1.69753 1.69753
40.227 1.69739 1.69739
40.228 1.69724 1.69724
40.229 1.6971 1.6971
40.23 1.69695 1.69695
40.231 1.69681 1.69681
40.232 1.69667 1.69667
40.233 1.69652 1.69652
40.234 1.69638 1.69638
40.235 1.69623 1.69623
40.236 1.69609 1.69609
40.237 1.69595 1.69595
40.238 1.6958 1.6958
40.239 1.69566 1.69566
40.24 1.69552 1.69552
40.241 1.69538 1.69538
40.242 1.69523 1.69523
40.243 1.69509 1.69509
40.244 1.69495 1.69495
40.245 1.69481 1.69481
40.246 1.69466 1.69466
40.247 1.69452 1.69452
40.248 1.69438 1.69438
40.249 1.69424 1.69424
40.25 1.6941 1.6941
40.251 1.69395 1.69395
40.252 1.69381 1.69381
40.253 1.69367 1.69367
40.254 1.69353 1.69353
40.255 1.69339 1.69339
40.256 1.69325 1.69325
40.257 1.69311 1.69311
40.258 1.69297 1.69297
40.259 1.69283 1.69283
40.26 1.69269 1.69269
40.261 1.69255 1.69255
40.262 1.69241 1.69241
40.263 1.69227 1.69227
40.264 1.69213 1.69213
40.265 1.69199 1.69199
40.266 1.69185 1.69185
40.267 1.69171 1.69171
40.268 1.69157 1.69157
40.269 1.69143 1.69143
40.27 1.69129 1.69129
40.271 1.69115 1.69115
40.272 1.69101 1.69101
40.273 1.69087 1.69087
40.274 1.69074 1.69074
40.275 1.6906 1.6906
40.276 1.69046 1.69046
40.277 1.69032 1.69032
40.278 1.69018 1.69018
40.279 1.69005 1.69005
40.28 1.68991 1.68991
40.281 1.68977 1.68977
40.282 1.68963 1.68963
40.283 1.6895 1.6895
40.284 1.68936 1.68936
40.285 1.68922 1.68922
40.286 1.68908 1.68908
40.287 1.68895 1.68895
40.288 1.68881 1.68881
40.289 1.68867 1.68867
40.29 1.68854 1.68854
40.291 1.6884 1.6884
40.292 1.68826 1.68826
40.293 1.68813 1.68813
40.294 1.68799 1.68799
40.295 1.68786 1.68786
40.296 1.68772 1.68772
40.297 1.68759 1.68759
40.298 1.68745 1.68745
40.299 1.68731 1.68731
40.3 1.68718 1.68718
40.301 1.68704 1.68704
40.302 1.68691 1.68691
40.303 1.68677 1.68677
40.304 1.68664 1.68664
40.305 1.6865 1.6865
40.306 1.68637 1.68637
40.307 1.68624 1.68624
40.308 1.6861 1.6861
40.309 1.68597 1.68597
40.31 1.68583 1.68583
40.311 1.6857 1.6857
40.312 1.68557 1.68557
40.313 1.68543 1.68543
40.314 1.6853 1.6853
40.315 1.68517 1.68517
40.316 1.68503 1.68503
40.317 1.6849 1.6849
40.318 1.68477 1.68477
40.319 1.68463 1.68463
40.32 1.6845 1.6845
40.321 1.68437 1.68437
40.322 1.68423 1.68423
40.323 1.6841 1.6841
40.324 1.68397 1.68397
40.325 1.68384 1.68384
40.326 1.68371 1.68371
40.327 1.68357 1.68357
40.328 1.68344 1.68344
40.329 1.68331 1.68331
40.33 1.68318 1.68318
40.331 1.68305 1.68305
40.332 1.68292 1.68292
40.333 1.68278 1.68278
40.334 1.68265 1.68265
40.335 1.68252 1.68252
40.336 1.68239 1.68239
40.337 1.68226 1.68226
40.338 1.68213 1.68213
40.339 1.682 1.682
40.34 1.68187 1.68187
40.341 1.68174 1.68174
40.342 1.68161 1.68161
40.343 1.68148 1.68148
40.344 1.68135 1.68135
40.345 1.68122 1.68122
40.346 1.68109 1.68109
40.347 1.68096 1.68096
40.348 1.68083 1.68083
40.349 1.6807 1.6807
40.35 1.68057 1.68057
40.351 1.68044 1.68044
40.352 1.68031 1.68031
40.353 1.68019 1.68019
40.354 1.68006 1.68006
40.355 1.67993 1.67993
40.356 1.6798 1.6798
40.357 1.67967 1.67967
40.358 1.67954 1.67954
40.359 1.67941 1.67941
40.36 1.67929 1.67929
40.361 1.67916 1.67916
40.362 1.67903 1.67903
40.363 1.6789 1.6789
40.364 1.67878 1.67878
40.365 1.67865 1.67865
40.366 1.67852 1.67852
40.367 1.67839 1.67839
40.368 1.67827 1.67827
40.369 1.67814 1.67814
40.37 1.67801 1.67801
40.371 1.67789 1.67789
40.372 1.67776 1.67776
40.373 1.67763 1.67763
40.374 1.67751 1.67751
40.375 1.67738 1.67738
40.376 1.67725 1.67725
40.377 1.67713 1.67713
40.378 1.677 1.677
40.379 1.67688 1.67688
40.38 1.67675 1.67675
40.381 1.67662 1.67662
40.382 1.6765 1.6765
40.383 1.67637 1.67637
40.384 1.67625 1.67625
40.385 1.67612 1.67612
40.386 1.676 1.676
40.387 1.67587 1.67587
40.388 1.67575 1.67575
40.389 1.67562 1.67562
40.39 1.6755 1.6755
40.391 1.67537 1.67537
40.392 1.67525 1.67525
40.393 1.67513 1.67513
40.394 1.675 1.675
40.395 1.67488 1.67488
40.396 1.67475 1.67475
40.397 1.67463 1.67463
40.398 1.67451 1.67451
40.399 1.67438 1.67438
40.4 1.67426 1.67426
40.401 1.67414 1.67414
40.402 1.67401 1.67401
40.403 1.67389 1.67389
40.404 1.67377 1.67377
40.405 1.67364 1.67364
40.406 1.67352 1.67352
40.407 1.6734 1.6734
40.408 1.67328 1.67328
40.409 1.67315 1.67315
40.41 1.67303 1.67303
40.411 1.67291 1.67291
40.412 1.67279 1.67279
40.413 1.67266 1.67266
40.414 1.67254 1.67254
40.415 1.67242 1.67242
40.416 1.6723 1.6723
40.417 1.67218 1.67218
40.418 1.67206 1.67206
40.419 1.67193 1.67193
40.42 1.67181 1.67181
40.421 1.67169 1.67169
40.422 1.67157 1.67157
40.423 1.67145 1.67145
40.424 1.67133 1.67133
40.425 1.67121 1.67121
40.426 1.67109 1.67109
40.427 1.67097 1.67097
40.428 1.67085 1.67085
40.429 1.67073 1.67073
40.43 1.67061 1.67061
40.431 1.67049 1.67049
40.432 1.67037 1.67037
40.433 1.67025 1.67025
40.434 1.67013 1.67013
40.435 1.67001 1.67001
40.436 1.66989 1.66989
40.437 1.66977 1.66977
40.438 1.66965 1.66965
40.439 1.66953 1.66953
40.44 1.66941 1.66941
40.441 1.66929 1.66929
40.442 1.66917 1.66917
40.443 1.66905 1.66905
40.444 1.66893 1.66893
40.445 1.66882 1.66882
40.446 1.6687 1.6687
40.447 1.66858 1.66858
40.448 1.66846 1.66846
40.449 1.66834 1.66834
40.45 1.66822 1.66822
40.451 1.66811 1.66811
40.452 1.66799 1.66799
40.453 1.66787 1.66787
40.454 1.66775 1.66775
40.455 1.66764 1.66764
40.456 1.66752 1.66752
40.457 1.6674 1.6674
40.458 1.66728 1.66728
40.459 1.66717 1.66717
40.46 1.66705 1.66705
40.461 1.66693 1.66693
40.462 1.66682 1.66682
40.463 1.6667 1.6667
40.464 1.66658 1.66658
40.465 1.66647 1.66647
40.466 1.66635 1.66635
40.467 1.66623 1.66623
40.468 1.66612 1.66612
40.469 1.666 1.666
40.47 1.66589 1.66589
40.471 1.66577 1.66577
40.472 1.66565 1.66565
40.473 1.66554 1.66554
40.474 1.66542 1.66542
40.475 1.66531 1.66531
40.476 1.66519 1.66519
40.477 1.66508 1.66508
40.478 1.66496 1.66496
40.479 1.66485 1.66485
40.48 1.66473 1.66473
40.481 1.66462 1.66462
40.482 1.6645 1.6645
40.483 1.66439 1.66439
40.484 1.66427 1.66427
40.485 1.66416 1.66416
40.486 1.66404 1.66404
40.487 1.66393 1.66393
40.488 1.66382 1.66382
40.489 1.6637 1.6637
40.49 1.66359 1.66359
40.491 1.66347 1.66347
40.492 1.66336 1.66336
40.493 1.66325 1.66325
40.494 1.66313 1.66313
40.495 1.66302 1.66302
40.496 1.66291 1.66291
40.497 1.66279 1.66279
40.498 1.66268 1.66268
40.499 1.66257 1.66257
40.5 1.66245 1.66245
40.501 1.66234 1.66234
40.502 1.66223 1.66223
40.503 1.66212 1.66212
40.504 1.662 1.662
40.505 1.66189 1.66189
40.506 1.66178 1.66178
40.507 1.66167 1.66167
40.508 1.66155 1.66155
40.509 1.66144 1.66144
40.51 1.66133 1.66133
40.511 1.66122 1.66122
40.512 1.66111 1.66111
40.513 1.661 1.661
40.514 1.66088 1.66088
40.515 1.66077 1.66077
40.516 1.66066 1.66066
40.517 1.66055 1.66055
40.518 1.66044 1.66044
40.519 1.66033 1.66033
40.52 1.66022 1.66022
40.521 1.66011 1.66011
40.522 1.65999 1.65999
40.523 1.65988 1.65988
40.524 1.65977 1.65977
40.525 1.65966 1.65966
40.526 1.65955 1.65955
40.527 1.65944 1.65944
40.528 1.65933 1.65933
40.529 1.65922 1.65922
40.53 1.65911 1.65911
40.531 1.659 1.659
40.532 1.65889 1.65889
40.533 1.65878 1.65878
40.534 1.65867 1.65867
40.535 1.65856 1.65856
40.536 1.65845 1.65845
40.537 1.65835 1.65835
40.538 1.65824 1.65824
40.539 1.65813 1.65813
40.54 1.65802 1.65802
40.541 1.65791 1.65791
40.542 1.6578 1.6578
40.543 1.65769 1.65769
40.544 1.65758 1.65758
40.545 1.65747 1.65747
40.546 1.65737 1.65737
40.547 1.65726 1.65726
40.548 1.65715 1.65715
40.549 1.65704 1.65704
40.55 1.65693 1.65693
40.551 1.65683 1.65683
40.552 1.65672 1.65672
40.553 1.65661 1.65661
40.554 1.6565 1.6565
40.555 1.65639 1.65639
40.556 1.65629 1.65629
40.557 1.65618 1.65618
40.558 1.65607 1.65607
40.559 1.65597 1.65597
40.56 1.65586 1.65586
40.561 1.65575 1.65575
40.562 1.65564 1.65564
40.563 1.65554 1.65554
40.564 1.65543 1.65543
40.565 1.65532 1.65532
40.566 1.65522 1.65522
40.567 1.65511 1.65511
40.568 1.655 1.655
40.569 1.6549 1.6549
40.57 1.65479 1.65479
40.571 1.65469 1.65469
40.572 1.65458 1.65458
40.573 1.65447 1.65447
40.574 1.65437 1.65437
40.575 1.65426 1.65426
40.576 1.65416 1.65416
40.577 1.65405 1.65405
40.578 1.65395 1.65395
40.579 1.65384 1.65384
40.58 1.65374 1.65374
40.581 1.65363 1.65363
40.582 1.65353 1.65353
40.583 1.65342 1.65342
40.584 1.65332 1.65332
40.585 1.65321 1.65321
40.586 1.65311 1.65311
40.587 1.653 1.653
40.588 1.6529 1.6529
40.589 1.65279 1.65279
40.59 1.65269 1.65269
40.591 1.65258 1.65258
40.592 1.65248 1.65248
40.593 1.65238 1.65238
40.594 1.65227 1.65227
40.595 1.65217 1.65217
40.596 1.65206 1.65206
40.597 1.65196 1.65196
40.598 1.65186 1.65186
40.599 1.65175 1.65175
40.6 1.65165 1.65165
40.601 1.65155 1.65155
40.602 1.65144 1.65144
40.603 1.65134 1.65134
40.604 1.65124 1.65124
40.605 1.65113 1.65113
40.606 1.65103 1.65103
40.607 1.65093 1.65093
40.608 1.65083 1.65083
40.609 1.65072 1.65072
40.61 1.65062 1.65062
40.611 1.65052 1.65052
40.612 1.65042 1.65042
40.613 1.65031 1.65031
40.614 1.65021 1.65021
40.615 1.65011 1.65011
40.616 1.65001 1.65001
40.617 1.64991 1.64991
40.618 1.6498 1.6498
40.619 1.6497 1.6497
40.62 1.6496 1.6496
40.621 1.6495 1.6495
40.622 1.6494 1.6494
40.623 1.6493 1.6493
40.624 1.64919 1.64919
40.625 1.64909 1.64909
40.626 1.64899 1.64899
40.627 1.64889 1.64889
40.628 1.64879 1.64879
40.629 1.64869 1.64869
40.63 1.64859 1.64859
40.631 1.64849 1.64849
40.632 1.64839 1.64839
40.633 1.64829 1.64829
40.634 1.64819 1.64819
40.635 1.64809 1.64809
40.636 1.64799 1.64799
40.637 1.64789 1.64789
40.638 1.64779 1.64779
40.639 1.64769 1.64769
40.64 1.64759 1.64759
40.641 1.64749 1.64749
40.642 1.64739 1.64739
40.643 1.64729 1.64729
40.644 1.64719 1.64719
40.645 1.64709 1.64709
40.646 1.64699 1.64699
40.647 1.64689 1.64689
40.648 1.64679 1.64679
40.649 1.64669 1.64669
40.65 1.64659 1.64659
40.651 1.64649 1.64649
40.652 1.64639 1.64639
40.653 1.6463 1.6463
40.654 1.6462 1.6462
40.655 1.6461 1.6461
40.656 1.646 1.646
40.657 1.6459 1.6459
40.658 1.6458 1.6458
40.659 1.6457 1.6457
40.66 1.64561 1.64561
40.661 1.64551 1.64551
40.662 1.64541 1.64541
40.663 1.64531 1.64531
40.664 1.64521 1.64521
40.665 1.64512 1.64512
40.666 1.64502 1.64502
40.667 1.64492 1.64492
40.668 1.64482 1.64482
40.669 1.64473 1.64473
40.67 1.64463 1.64463
40.671 1.64453 1.64453
40.672 1.64443 1.64443
40.673 1.64434 1.64434
40.674 1.64424 1.64424
40.675 1.64414 1.64414
40.676 1.64405 1.64405
40.677 1.64395 1.64395
40.678 1.64385 1.64385
40.679 1.64376 1.64376
40.68 1.64366 1.64366
40.681 1.64356 1.64356
40.682 1.64347 1.64347
40.683 1.64337 1.64337
40.684 1.64327 1.64327
40.685 1.64318 1.64318
40.686 1.64308 1.64308
40.687 1.64299 1.64299
40.688 1.64289 1.64289
40.689 1.6428 1.6428
40.69 1.6427 1.6427
40.691 1.6426 1.6426
40.692 1.64251 1.64251
40.693 1.64241 1.64241
40.694 1.64232 1.64232
40.695 1.64222 1.64222
40.696 1.64213 1.64213
40.697 1.64203 1.64203
40.698 1.64194 1.64194
40.699 1.64184 1.64184
40.7 1.64175 1.64175
40.701 1.64165 1.64165
40.702 1.64156 1.64156
40.703 1.64146 1.64146
40.704 1.64137 1.64137
40.705 1.64127 1.64127
40.706 1.64118 1.64118
40.707 1.64109 1.64109
40.708 1.64099 1.64099
40.709 1.6409 1.6409
40.71 1.6408 1.6408
40.711 1.64071 1.64071
40.712 1.64062 1.64062
40.713 1.64052 1.64052
40.714 1.64043 1.64043
40.715 1.64033 1.64033
40.716 1.64024 1.64024
40.717 1.64015 1.64015
40.718 1.64005 1.64005
40.719 1.63996 1.63996
40.72 1.63987 1.63987
40.721 1.63977 1.63977
40.722 1.63968 1.63968
40.723 1.63959 1.63959
40.724 1.63949 1.63949
40.725 1.6394 1.6394
40.726 1.63931 1.63931
40.727 1.63922 1.63922
40.728 1.63912 1.63912
40.729 1.63903 1.63903
40.73 1.63894 1.63894
40.731 1.63885 1.63885
40.732 1.63875 1.63875
40.733 1.63866 1.63866
40.734 1.63857 1.63857
40.735 1.63848 1.63848
40.736 1.63839 1.63839
40.737 1.63829 1.63829
40.738 1.6382 1.6382
40.739 1.63811 1.63811
40.74 1.63802 1.63802
40.741 1.63793 1.63793
40.742 1.63784 1.63784
40.743 1.63774 1.63774
40.744 1.63765 1.63765
40.745 1.63756 1.63756
40.746 1.63747 1.63747
40.747 1.63738 1.63738
40.748 1.63729 1.63729
40.749 1.6372 1.6372
40.75 1.63711 1.63711
40.751 1.63701 1.63701
40.752 1.63692 1.63692
40.753 1.63683 1.63683
40.754 1.63674 1.63674
40.755 1.63665 1.63665
40.756 1.63656 1.63656
40.757 1.63647 1.63647
40.758 1.63638 1.63638
40.759 1.63629 1.63629
40.76 1.6362 1.6362
40.761 1.63611 1.63611
40.762 1.63602 1.63602
40.763 1.63593 1.63593
40.764 1.63584 1.63584
40.765 1.63575 1.63575
40.766 1.63566 1.63566
40.767 1.63557 1.63557
40.768 1.63548 1.63548
40.769 1.63539 1.63539
40.77 1.6353 1.6353
40.771 1.63521 1.63521
40.772 1.63513 1.63513
40.773 1.63504 1.63504
40.774 1.63495 1.63495
40.775 1.63486 1.63486
40.776 1.63477 1.63477
40.777 1.63468 1.63468
40.778 1.63459 1.63459
40.779 1.6345 1.6345
40.78 1.63441 1.63441
40.781 1.63433 1.63433
40.782 1.63424 1.63424
40.783 1.63415 1.63415
40.784 1.63406 1.63406
40.785 1.63397 1.63397
40.786 1.63388 1.63388
40.787 1.6338 1.6338
40.788 1.63371 1.63371
40.789 1.63362 1.63362
40.79 1.63353 1.63353
40.791 1.63344 1.63344
40.792 1.63336 1.63336
40.793 1.63327 1.63327
40.794 1.63318 1.63318
40.795 1.63309 1.63309
40.796 1.63301 1.63301
40.797 1.63292 1.63292
40.798 1.63283 1.63283
40.799 1.63274 1.63274
40.8 1.63266 1.63266
40.801 1.63257 1.63257
40.802 1.63248 1.63248
40.803 1.6324 1.6324
40.804 1.63231 1.63231
40.805 1.63222 1.63222
40.806 1.63214 1.63214
40.807 1.63205 1.63205
40.808 1.63196 1.63196
40.809 1.63188 1.63188
40.81 1.63179 1.63179
40.811 1.6317 1.6317
40.812 1.63162 1.63162
40.813 1.63153 1.63153
40.814 1.63145 1.63145
40.815 1.63136 1.63136
40.816 1.63127 1.63127
40.817 1.63119 1.63119
40.818 1.6311 1.6311
40.819 1.63102 1.63102
40.82 1.63093 1.63093
40.821 1.63084 1.63084
40.822 1.63076 1.63076
40.823 1.63067 1.63067
40.824 1.63059 1.63059
40.825 1.6305 1.6305
40.826 1.63042 1.63042
40.827 1.63033 1.63033
40.828 1.63025 1.63025
40.829 1.63016 1.63016
40.83 1.63008 1.63008
40.831 1.62999 1.62999
40.832 1.62991 1.62991
40.833 1.62982 1.62982
40.834 1.62974 1.62974
40.835 1.62965 1.62965
40.836 1.62957 1.62957
40.837 1.62948 1.62948
40.838 1.6294 1.6294
40.839 1.62932 1.62932
40.84 1.62923 1.62923
40.841 1.62915 1.62915
40.842 1.62906 1.62906
40.843 1.62898 1.62898
40.844 1.6289 1.6289
40.845 1.62881 1.62881
40.846 1.62873 1.62873
40.847 1.62864 1.62864
40.848 1.62856 1.62856
40.849 1.62848 1.62848
40.85 1.62839 1.62839
40.851 1.62831 1.62831
40.852 1.62823 1.62823
40.853 1.62814 1.62814
40.854 1.62806 1.62806
40.855 1.62798 1.62798
40.856 1.62789 1.62789
40.857 1.62781 1.62781
40.858 1.62773 1.62773
40.859 1.62764 1.62764
40.86 1.62756 1.62756
40.861 1.62748 1.62748
40.862 1.6274 1.6274
40.863 1.62731 1.62731
40.864 1.62723 1.62723
40.865 1.62715 1.62715
40.866 1.62707 1.62707
40.867 1.62698 1.62698
40.868 1.6269 1.6269
40.869 1.62682 1.62682
40.87 1.62674 1.62674
40.871 1.62665 1.62665
40.872 1.62657 1.62657
40.873 1.62649 1.62649
40.874 1.62641 1.62641
40.875 1.62633 1.62633
40.876 1.62624 1.62624
40.877 1.62616 1.62616
40.878 1.62608 1.62608
40.879 1.626 1.626
40.88 1.62592 1.62592
40.881 1.62584 1.62584
40.882 1.62576 1.62576
40.883 1.62567 1.62567
40.884 1.62559 1.62559
40.885 1.62551 1.62551
40.886 1.62543 1.62543
40.887 1.62535 1.62535
40.888 1.62527 1.62527
40.889 1.62519 1.62519
40.89 1.62511 1.62511
40.891 1.62503 1.62503
40.892 1.62495 1.62495
40.893 1.62486 1.62486
40.894 1.62478 1.62478
40.895 1.6247 1.6247
40.896 1.62462 1.62462
40.897 1.62454 1.62454
40.898 1.62446 1.62446
40.899 1.62438 1.62438
40.9 1.6243 1.6243
40.901 1.62422 1.62422
40.902 1.62414 1.62414
40.903 1.62406 1.62406
40.904 1.62398 1.62398
40.905 1.6239 1.6239
40.906 1.62382 1.62382
40.907 1.62374 1.62374
40.908 1.62366 1.62366
40.909 1.62358 1.62358
40.91 1.6235 1.6235
40.911 1.62343 1.62343
40.912 1.62335 1.62335
40.913 1.62327 1.62327
40.914 1.62319 1.62319
40.915 1.62311 1.62311
40.916 1.62303 1.62303
40.917 1.62295 1.62295
40.918 1.62287 1.62287
40.919 1.62279 1.62279
40.92 1.62271 1.62271
40.921 1.62263 1.62263
40.922 1.62256 1.62256
40.923 1.62248 1.62248
40.924 1.6224 1.6224
40.925 1.62232 1.62232
40.926 1.62224 1.62224
40.927 1.62216 1.62216
40.928 1.62209 1.62209
40.929 1.62201 1.62201
40.93 1.62193 1.62193
40.931 1.62185 1.62185
40.932 1.62177 1.62177
40.933 1.62169 1.62169
40.934 1.62162 1.62162
40.935 1.62154 1.62154
40.936 1.62146 1.62146
40.937 1.62138 1.62138
40.938 1.62131 1.62131
40.939 1.62123 1.62123
40.94 1.62115 1.62115
40.941 1.62107 1.62107
40.942 1.621 1.621
40.943 1.62092 1.62092
40.944 1.62084 1.62084
40.945 1.62076 1.62076
40.946 1.62069 1.62069
40.947 1.62061 1.62061
40.948 1.62053 1.62053
40.949 1.62046 1.62046
40.95 1.62038 1.62038
40.951 1.6203 1.6203
40.952 1.62022 1.62022
40.953 1.62015 1.62015
40.954 1.62007 1.62007
40.955 1.62 1.62
40.956 1.61992 1.61992
40.957 1.61984 1.61984
40.958 1.61977 1.61977
40.959 1.61969 1.61969
40.96 1.61961 1.61961
40.961 1.61954 1.61954
40.962 1.61946 1.61946
40.963 1.61938 1.61938
40.964 1.61931 1.61931
40.965 1.61923 1.61923
40.966 1.61916 1.61916
40.967 1.61908 1.61908
40.968 1.61901 1.61901
40.969 1.61893 1.61893
40.97 1.61885 1.61885
40.971 1.61878 1.61878
40.972 1.6187 1.6187
40.973 1.61863 1.61863
40.974 1.61855 1.61855
40.975 1.61848 1.61848
40.976 1.6184 1.6184
40.977 1.61833 1.61833
40.978 1.61825 1.61825
40.979 1.61818 1.61818
40.98 1.6181 1.6181
40.981 1.61803 1.61803
40.982 1.61795 1.61795
40.983 1.61788 1.61788
40.984 1.6178 1.6178
40.985 1.61773 1.61773
40.986 1.61765 1.61765
40.987 1.61758 1.61758
40.988 1.6175 1.6175
40.989 1.61743 1.61743
40.99 1.61735 1.61735
40.991 1.61728 1.61728
40.992 1.61721 1.61721
40.993 1.61713 1.61713
40.994 1.61706 1.61706
40.995 1.61698 1.61698
40.996 1.61691 1.61691
40.997 1.61683 1.61683
40.998 1.61676 1.61676
40.999 1.61669 1.61669
41 1.61661 1.61661
41.001 1.61654 1.61654
41.002 1.61647 1.61647
41.003 1.61639 1.61639
41.004 1.61632 1.61632
41.005 1.61624 1.61624
41.006 1.61617 1.61617
41.007 1.6161 1.6161
41.008 1.61602 1.61602
41.009 1.61595 1.61595
41.01 1.61588 1.61588
41.011 1.61581 1.61581
41.012 1.61573 1.61573
41.013 1.61566 1.61566
41.014 1.61559 1.61559
41.015 1.61551 1.61551
41.016 1.61544 1.61544
41.017 1.61537 1.61537
41.018 1.61529 1.61529
41.019 1.61522 1.61522
41.02 1.61515 1.61515
41.021 1.61508 1.61508
41.022 1.615 1.615
41.023 1.61493 1.61493
41.024 1.61486 1.61486
41.025 1.61479 1.61479
41.026 1.61471 1.61471
41.027 1.61464 1.61464
41.028 1.61457 1.61457
41.029 1.6145 1.6145
41.03 1.61443 1.61443
41.031 1.61435 1.61435
41.032 1.61428 1.61428
41.033 1.61421 1.61421
41.034 1.61414 1.61414
41.035 1.61407 1.61407
41.036 1.614 1.614
41.037 1.61392 1.61392
41.038 1.61385 1.61385
41.039 1.61378 1.61378
41.04 1.61371 1.61371
41.041 1.61364 1.61364
41.042 1.61357 1.61357
41.043 1.6135 1.6135
41.044 1.61342 1.61342
41.045 1.61335 1.61335
41.046 1.61328 1.61328
41.047 1.61321 1.61321
41.048 1.61314 1.61314
41.049 1.61307 1.61307
41.05 1.613 1.613
41.051 1.61293 1.61293
41.052 1.61286 1.61286
41.053 1.61279 1.61279
41.054 1.61272 1.61272
41.055 1.61264 1.61264
41.056 1.61257 1.61257
41.057 1.6125 1.6125
41.058 1.61243 1.61243
41.059 1.61236 1.61236
41.06 1.61229 1.61229
41.061 1.61222 1.61222
41.062 1.61215 1.61215
41.063 1.61208 1.61208
41.064 1.61201 1.61201
41.065 1.61194 1.61194
41.066 1.61187 1.61187
41.067 1.6118 1.6118
41.068 1.61173 1.61173
41.069 1.61166 1.61166
41.07 1.61159 1.61159
41.071 1.61152 1.61152
41.072 1.61145 1.61145
41.073 1.61138 1.61138
41.074 1.61131 1.61131
41.075 1.61125 1.61125
41.076 1.61118 1.61118
41.077 1.61111 1.61111
41.078 1.61104 1.61104
41.079 1.61097 1.61097
41.08 1.6109 1.6109
41.081 1.61083 1.61083
41.082 1.61076 1.61076
41.083 1.61069 1.61069
41.084 1.61062 1.61062
41.085 1.61055 1.61055
41.086 1.61048 1.61048
41.087 1.61042 1.61042
41.088 1.61035 1.61035
41.089 1.61028 1.61028
41.09 1.61021 1.61021
41.091 1.61014 1.61014
41.092 1.61007 1.61007
41.093 1.61 1.61
41.094 1.60994 1.60994
41.095 1.60987 1.60987
41.096 1.6098 1.6098
41.097 1.60973 1.60973
41.098 1.60966 1.60966
41.099 1.6096 1.6096
41.1 1.60953 1.60953
41.101 1.60946 1.60946
41.102 1.60939 1.60939
41.103 1.60932 1.60932
41.104 1.60926 1.60926
41.105 1.60919 1.60919
41.106 1.60912 1.60912
41.107 1.60905 1.60905
41.108 1.60898 1.60898
41.109 1.60892 1.60892
41.11 1.60885 1.60885
41.111 1.60878 1.60878
41.112 1.60871 1.60871
41.113 1.60865 1.60865
41.114 1.60858 1.60858
41.115 1.60851 1.60851
41.116 1.60845 1.60845
41.117 1.60838 1.60838
41.118 1.60831 1.60831
41.119 1.60824 1.60824
41.12 1.60818 1.60818
41.121 1.60811 1.60811
41.122 1.60804 1.60804
41.123 1.60798 1.60798
41.124 1.60791 1.60791
41.125 1.60784 1.60784
41.126 1.60778 1.60778
41.127 1.60771 1.60771
41.128 1.60764 1.60764
41.129 1.60758 1.60758
41.13 1.60751 1.60751
41.131 1.60744 1.60744
41.132 1.60738 1.60738
41.133 1.60731 1.60731
41.134 1.60725 1.60725
41.135 1.60718 1.60718
41.136 1.60711 1.60711
41.137 1.60705 1.60705
41.138 1.60698 1.60698
41.139 1.60692 1.60692
41.14 1.60685 1.60685
41.141 1.60678 1.60678
41.142 1.60672 1.60672
41.143 1.60665 1.60665
41.144 1.60659 1.60659
41.145 1.60652 1.60652
41.146 1.60645 1.60645
41.147 1.60639 1.60639
41.148 1.60632 1.60632
41.149 1.60626 1.60626
41.15 1.60619 1.60619
41.151 1.60613 1.60613
41.152 1.60606 1.60606
41.153 1.606 1.606
41.154 1.60593 1.60593
41.155 1.60587 1.60587
41.156 1.6058 1.6058
41.157 1.60574 1.60574
41.158 1.60567 1.60567
41.159 1.60561 1.60561
41.16 1.60554 1.60554
41.161 1.60548 1.60548
41.162 1.60541 1.60541
