runtime x0 y0 x1 y1
6.22 10.624560 11.705225 9.375440 8.294775
6.221 10.625457 11.706637 9.374543 8.293363
6.222 10.626352 11.708044 9.373648 8.291956
6.223 10.627246 11.709447 9.372754 8.290553
6.224 10.628138 11.710846 9.371862 8.289154
6.225 10.629029 11.712240 9.370971 8.287760
6.226 10.629918 11.713630 9.370082 8.286370
6.227 10.630805 11.715016 9.369195 8.284984
6.228 10.631691 11.716397 9.368309 8.283603
6.229 10.632575 11.717774 9.367425 8.282226
6.23 10.633458 11.719147 9.366542 8.280853
6.231 10.634339 11.720515 9.365661 8.279485
6.232 10.635218 11.721879 9.364782 8.278121
6.233 10.636096 11.723238 9.363904 8.276762
6.234 10.636972 11.724593 9.363028 8.275407
6.235 10.637846 11.725943 9.362154 8.274057
6.236 10.638719 11.727289 9.361281 8.272711
6.237 10.639590 11.728631 9.360410 8.271369
6.238 10.640460 11.729968 9.359540 8.270032
6.239 10.641328 11.731300 9.358672 8.268700
6.24 10.642194 11.732628 9.357806 8.267372
6.241 10.643059 11.733952 9.356941 8.266048
6.242 10.643921 11.735271 9.356079 8.264729
6.243 10.644783 11.736586 9.355217 8.263414
6.244 10.645642 11.737896 9.354358 8.262104
6.245 10.646500 11.739202 9.353500 8.260798
6.246 10.647356 11.740503 9.352644 8.259497
6.247 10.648211 11.741800 9.351789 8.258200
6.248 10.649064 11.743092 9.350936 8.256908
6.249 10.649915 11.744380 9.350085 8.255620
6.25 10.650765 11.745664 9.349235 8.254336
6.251 10.651613 11.746942 9.348387 8.253058
6.252 10.652459 11.748217 9.347541 8.251783
6.253 10.653303 11.749487 9.346697 8.250513
6.254 10.654146 11.750752 9.345854 8.249248
6.255 10.654987 11.752013 9.345013 8.247987
6.256 10.655827 11.753269 9.344173 8.246731
6.257 10.656665 11.754521 9.343335 8.245479
6.258 10.657501 11.755769 9.342499 8.244231
6.259 10.658335 11.757011 9.341665 8.242989
6.26 10.659168 11.758250 9.340832 8.241750
6.261 10.659999 11.759484 9.340001 8.240516
6.262 10.660829 11.760713 9.339171 8.239287
6.263 10.661657 11.761938 9.338343 8.238062
6.264 10.662483 11.763159 9.337517 8.236841
6.265 10.663307 11.764375 9.336693 8.235625
6.266 10.664130 11.765586 9.335870 8.234414
6.267 10.664951 11.766794 9.335049 8.233206
6.268 10.665770 11.767996 9.334230 8.232004
6.269 10.666588 11.769194 9.333412 8.230806
6.27 10.667404 11.770388 9.332596 8.229612
6.271 10.668218 11.771577 9.331782 8.228423
6.272 10.669031 11.772762 9.330969 8.227238
6.273 10.669842 11.773943 9.330158 8.226057
6.274 10.670651 11.775119 9.329349 8.224881
6.275 10.671459 11.776290 9.328541 8.223710
6.276 10.672265 11.777457 9.327735 8.222543
6.277 10.673069 11.778620 9.326931 8.221380
6.278 10.673872 11.779778 9.326128 8.220222
6.279 10.674672 11.780932 9.325328 8.219068
6.28 10.675472 11.782081 9.324528 8.217919
6.281 10.676269 11.783226 9.323731 8.216774
6.282 10.677065 11.784367 9.322935 8.215633
6.283 10.677859 11.785503 9.322141 8.214497
6.284 10.678652 11.786634 9.321348 8.213366
6.285 10.679443 11.787762 9.320557 8.212238
6.286 10.680232 11.788885 9.319768 8.211115
6.287 10.681020 11.790003 9.318980 8.209997
6.288 10.681806 11.791118 9.318194 8.208882
6.289 10.682590 11.792228 9.317410 8.207772
6.29 10.683373 11.793333 9.316627 8.206667
6.291 10.684153 11.794434 9.315847 8.205566
6.292 10.684933 11.795531 9.315067 8.204469
6.293 10.685710 11.796623 9.314290 8.203377
6.294 10.686486 11.797712 9.313514 8.202288
6.295 10.687261 11.798795 9.312739 8.201205
6.296 10.688033 11.799875 9.311967 8.200125
6.297 10.688804 11.800950 9.311196 8.199050
6.298 10.689574 11.802021 9.310426 8.197979
6.299 10.690341 11.803087 9.309659 8.196913
6.3 10.691108 11.804150 9.308892 8.195850
6.301 10.691872 11.805208 9.308128 8.194792
6.302 10.692635 11.806261 9.307365 8.193739
6.303 10.693396 11.807311 9.306604 8.192689
6.304 10.694155 11.808356 9.305845 8.191644
6.305 10.694913 11.809397 9.305087 8.190603
6.306 10.695670 11.810433 9.304330 8.189567
6.307 10.696424 11.811466 9.303576 8.188534
6.308 10.697177 11.812494 9.302823 8.187506
6.309 10.697929 11.813518 9.302071 8.186482
6.31 10.698678 11.814537 9.301322 8.185463
6.311 10.699426 11.815553 9.300574 8.184447
6.312 10.700173 11.816564 9.299827 8.183436
6.313 10.700918 11.817571 9.299082 8.182429
6.314 10.701661 11.818574 9.298339 8.181426
6.315 10.702403 11.819572 9.297597 8.180428
6.316 10.703143 11.820567 9.296857 8.179433
6.317 10.703881 11.821557 9.296119 8.178443
6.318 10.704618 11.822543 9.295382 8.177457
6.319 10.705353 11.823525 9.294647 8.176475
6.32 10.706087 11.824503 9.293913 8.175497
6.321 10.706819 11.825476 9.293181 8.174524
6.322 10.707549 11.826446 9.292451 8.173554
6.323 10.708278 11.827411 9.291722 8.172589
6.324 10.709005 11.828373 9.290995 8.171627
6.325 10.709731 11.829330 9.290269 8.170670
6.326 10.710454 11.830283 9.289546 8.169717
6.327 10.711177 11.831232 9.288823 8.168768
6.328 10.711898 11.832176 9.288102 8.167824
6.329 10.712617 11.833117 9.287383 8.166883
6.33 10.713335 11.834054 9.286665 8.165946
6.331 10.714051 11.834986 9.285949 8.165014
6.332 10.714765 11.835915 9.285235 8.164085
6.333 10.715478 11.836839 9.284522 8.163161
6.334 10.716189 11.837760 9.283811 8.162240
6.335 10.716899 11.838676 9.283101 8.161324
6.336 10.717607 11.839588 9.282393 8.160412
6.337 10.718314 11.840497 9.281686 8.159503
6.338 10.719019 11.841401 9.280981 8.158599
6.339 10.719722 11.842301 9.280278 8.157699
6.34 10.720424 11.843197 9.279576 8.156803
6.341 10.721125 11.844090 9.278875 8.155910
6.342 10.721823 11.844978 9.278177 8.155022
6.343 10.722521 11.845862 9.277479 8.154138
6.344 10.723216 11.846743 9.276784 8.153257
6.345 10.723910 11.847619 9.276090 8.152381
6.346 10.724603 11.848491 9.275397 8.151509
6.347 10.725294 11.849360 9.274706 8.150640
6.348 10.725983 11.850224 9.274017 8.149776
6.349 10.726671 11.851085 9.273329 8.148915
6.35 10.727358 11.851942 9.272642 8.148058
6.351 10.728043 11.852794 9.271957 8.147206
6.352 10.728726 11.853643 9.271274 8.146357
6.353 10.729408 11.854488 9.270592 8.145512
6.354 10.730088 11.855329 9.269912 8.144671
6.355 10.730767 11.856166 9.269233 8.143834
6.356 10.731444 11.856999 9.268556 8.143001
6.357 10.732119 11.857829 9.267881 8.142171
6.358 10.732794 11.858654 9.267206 8.141346
6.359 10.733466 11.859476 9.266534 8.140524
6.36 10.734137 11.860294 9.265863 8.139706
6.361 10.734807 11.861107 9.265193 8.138893
6.362 10.735475 11.861918 9.264525 8.138082
6.363 10.736142 11.862724 9.263858 8.137276
6.364 10.736807 11.863526 9.263193 8.136474
6.365 10.737470 11.864325 9.262530 8.135675
6.366 10.738132 11.865120 9.261868 8.134880
6.367 10.738793 11.865911 9.261207 8.134089
6.368 10.739452 11.866698 9.260548 8.133302
6.369 10.740109 11.867481 9.259891 8.132519
6.37 10.740765 11.868261 9.259235 8.131739
6.371 10.741420 11.869037 9.258580 8.130963
6.372 10.742073 11.869809 9.257927 8.130191
6.373 10.742724 11.870577 9.257276 8.129423
6.374 10.743374 11.871342 9.256626 8.128658
6.375 10.744023 11.872103 9.255977 8.127897
6.376 10.744670 11.872860 9.255330 8.127140
6.377 10.745316 11.873613 9.254684 8.126387
6.378 10.745960 11.874363 9.254040 8.125637
6.379 10.746602 11.875109 9.253398 8.124891
6.38 10.747244 11.875851 9.252756 8.124149
6.381 10.747883 11.876589 9.252117 8.123411
6.382 10.748521 11.877324 9.251479 8.122676
6.383 10.749158 11.878055 9.250842 8.121945
6.384 10.749793 11.878783 9.250207 8.121217
6.385 10.750427 11.879506 9.249573 8.120494
6.386 10.751060 11.880227 9.248940 8.119773
6.387 10.751691 11.880943 9.248309 8.119057
6.388 10.752320 11.881656 9.247680 8.118344
6.389 10.752948 11.882365 9.247052 8.117635
6.39 10.753574 11.883070 9.246426 8.116930
6.391 10.754199 11.883772 9.245801 8.116228
6.392 10.754823 11.884471 9.245177 8.115529
6.393 10.755445 11.885165 9.244555 8.114835
6.394 10.756066 11.885856 9.243934 8.114144
6.395 10.756685 11.886544 9.243315 8.113456
6.396 10.757303 11.887227 9.242697 8.112773
6.397 10.757919 11.887908 9.242081 8.112092
6.398 10.758534 11.888584 9.241466 8.111416
6.399 10.759148 11.889257 9.240852 8.110743
6.4 10.759760 11.889927 9.240240 8.110073
6.401 10.760371 11.890593 9.239629 8.109407
6.402 10.760980 11.891255 9.239020 8.108745
6.403 10.761588 11.891914 9.238412 8.108086
6.404 10.762194 11.892569 9.237806 8.107431
6.405 10.762799 11.893220 9.237201 8.106780
6.406 10.763402 11.893869 9.236598 8.106131
6.407 10.764004 11.894513 9.235996 8.105487
6.408 10.764605 11.895154 9.235395 8.104846
6.409 10.765204 11.895792 9.234796 8.104208
6.41 10.765802 11.896426 9.234198 8.103574
6.411 10.766398 11.897056 9.233602 8.102944
6.412 10.766993 11.897684 9.233007 8.102316
6.413 10.767587 11.898307 9.232413 8.101693
6.414 10.768179 11.898927 9.231821 8.101073
6.415 10.768770 11.899544 9.231230 8.100456
6.416 10.769359 11.900157 9.230641 8.099843
6.417 10.769947 11.900766 9.230053 8.099234
6.418 10.770534 11.901373 9.229466 8.098627
6.419 10.771119 11.901975 9.228881 8.098025
6.42 10.771703 11.902575 9.228297 8.097425
6.421 10.772285 11.903171 9.227715 8.096829
6.422 10.772866 11.903763 9.227134 8.096237
6.423 10.773446 11.904352 9.226554 8.095648
6.424 10.774024 11.904937 9.225976 8.095063
6.425 10.774600 11.905520 9.225400 8.094480
6.426 10.775176 11.906098 9.224824 8.093902
6.427 10.775750 11.906673 9.224250 8.093327
6.428 10.776323 11.907245 9.223677 8.092755
6.429 10.776894 11.907814 9.223106 8.092186
6.43 10.777464 11.908379 9.222536 8.091621
6.431 10.778032 11.908941 9.221968 8.091059
6.432 10.778599 11.909499 9.221401 8.090501
6.433 10.779165 11.910054 9.220835 8.089946
6.434 10.779729 11.910605 9.220271 8.089395
6.435 10.780292 11.911154 9.219708 8.088846
6.436 10.780854 11.911699 9.219146 8.088301
6.437 10.781414 11.912240 9.218586 8.087760
6.438 10.781973 11.912778 9.218027 8.087222
6.439 10.782530 11.913313 9.217470 8.086687
6.44 10.783087 11.913844 9.216913 8.086156
6.441 10.783641 11.914373 9.216359 8.085627
6.442 10.784195 11.914897 9.215805 8.085103
6.443 10.784747 11.915419 9.215253 8.084581
6.444 10.785298 11.915937 9.214702 8.084063
6.445 10.785847 11.916452 9.214153 8.083548
6.446 10.786395 11.916963 9.213605 8.083037
6.447 10.786942 11.917472 9.213058 8.082528
6.448 10.787487 11.917977 9.212513 8.082023
6.449 10.788031 11.918478 9.211969 8.081522
6.45 10.788573 11.918977 9.211427 8.081023
6.451 10.789115 11.919472 9.210885 8.080528
6.452 10.789654 11.919964 9.210346 8.080036
6.453 10.790193 11.920452 9.209807 8.079548
6.454 10.790730 11.920938 9.209270 8.079062
6.455 10.791266 11.921420 9.208734 8.078580
6.456 10.791801 11.921898 9.208199 8.078102
6.457 10.792334 11.922374 9.207666 8.077626
6.458 10.792866 11.922846 9.207134 8.077154
6.459 10.793396 11.923315 9.206604 8.076685
6.46 10.793925 11.923781 9.206075 8.076219
6.461 10.794453 11.924244 9.205547 8.075756
6.462 10.794980 11.924703 9.205020 8.075297
6.463 10.795505 11.925159 9.204495 8.074841
6.464 10.796029 11.925612 9.203971 8.074388
6.465 10.796551 11.926062 9.203449 8.073938
6.466 10.797072 11.926508 9.202928 8.073492
6.467 10.797592 11.926951 9.202408 8.073049
6.468 10.798111 11.927391 9.201889 8.072609
6.469 10.798628 11.927828 9.201372 8.072172
6.47 10.799144 11.928262 9.200856 8.071738
6.471 10.799659 11.928693 9.200341 8.071307
6.472 10.800172 11.929120 9.199828 8.070880
6.473 10.800684 11.929544 9.199316 8.070456
6.474 10.801194 11.929965 9.198806 8.070035
6.475 10.801704 11.930383 9.198296 8.069617
6.476 10.802212 11.930798 9.197788 8.069202
6.477 10.802718 11.931209 9.197282 8.068791
6.478 10.803224 11.931617 9.196776 8.068383
6.479 10.803728 11.932023 9.196272 8.067977
6.48 10.804231 11.932425 9.195769 8.067575
6.481 10.804732 11.932824 9.195268 8.067176
6.482 10.805232 11.933219 9.194768 8.066781
6.483 10.805731 11.933612 9.194269 8.066388
6.484 10.806229 11.934002 9.193771 8.065998
6.485 10.806725 11.934388 9.193275 8.065612
6.486 10.807220 11.934771 9.192780 8.065229
6.487 10.807714 11.935151 9.192286 8.064849
6.488 10.808206 11.935528 9.191794 8.064472
6.489 10.808697 11.935902 9.191303 8.064098
6.49 10.809187 11.936273 9.190813 8.063727
6.491 10.809675 11.936641 9.190325 8.063359
6.492 10.810162 11.937006 9.189838 8.062994
6.493 10.810648 11.937367 9.189352 8.062633
6.494 10.811133 11.937726 9.188867 8.062274
6.495 10.811616 11.938081 9.188384 8.061919
6.496 10.812098 11.938433 9.187902 8.061567
6.497 10.812579 11.938783 9.187421 8.061217
6.498 10.813058 11.939129 9.186942 8.060871
6.499 10.813537 11.939472 9.186463 8.060528
6.5 10.814013 11.939812 9.185987 8.060188
6.501 10.814489 11.940149 9.185511 8.059851
6.502 10.814963 11.940483 9.185037 8.059517
6.503 10.815436 11.940814 9.184564 8.059186
6.504 10.815908 11.941141 9.184092 8.058859
6.505 10.816379 11.941466 9.183621 8.058534
6.506 10.816848 11.941788 9.183152 8.058212
6.507 10.817316 11.942106 9.182684 8.057894
6.508 10.817782 11.942422 9.182218 8.057578
6.509 10.818248 11.942735 9.181752 8.057265
6.51 10.818712 11.943044 9.181288 8.056956
6.511 10.819174 11.943351 9.180826 8.056649
6.512 10.819636 11.943654 9.180364 8.056346
6.513 10.820096 11.943955 9.179904 8.056045
6.514 10.820555 11.944252 9.179445 8.055748
6.515 10.821013 11.944547 9.178987 8.055453
6.516 10.821469 11.944838 9.178531 8.055162
6.517 10.821924 11.945127 9.178076 8.054873
6.518 10.822378 11.945412 9.177622 8.054588
6.519 10.822831 11.945695 9.177169 8.054305
6.52 10.823282 11.945974 9.176718 8.054026
6.521 10.823732 11.946251 9.176268 8.053749
6.522 10.824181 11.946524 9.175819 8.053476
6.523 10.824629 11.946795 9.175371 8.053205
6.524 10.825075 11.947062 9.174925 8.052938
6.525 10.825520 11.947327 9.174480 8.052673
6.526 10.825964 11.947588 9.174036 8.052412
6.527 10.826407 11.947847 9.173593 8.052153
6.528 10.826848 11.948103 9.173152 8.051897
6.529 10.827288 11.948355 9.172712 8.051645
6.53 10.827727 11.948605 9.172273 8.051395
6.531 10.828164 11.948852 9.171836 8.051148
6.532 10.828600 11.949095 9.171400 8.050905
6.533 10.829035 11.949336 9.170965 8.050664
6.534 10.829469 11.949574 9.170531 8.050426
6.535 10.829902 11.949809 9.170098 8.050191
6.536 10.830333 11.950041 9.169667 8.049959
6.537 10.830763 11.950270 9.169237 8.049730
6.538 10.831191 11.950496 9.168809 8.049504
6.539 10.831619 11.950719 9.168381 8.049281
6.54 10.832045 11.950939 9.167955 8.049061
6.541 10.832470 11.951157 9.167530 8.048843
6.542 10.832894 11.951371 9.167106 8.048629
6.543 10.833316 11.951583 9.166684 8.048417
6.544 10.833737 11.951791 9.166263 8.048209
6.545 10.834157 11.951997 9.165843 8.048003
6.546 10.834576 11.952199 9.165424 8.047801
6.547 10.834994 11.952399 9.165006 8.047601
6.548 10.835410 11.952596 9.164590 8.047404
6.549 10.835825 11.952790 9.164175 8.047210
6.55 10.836239 11.952981 9.163761 8.047019
6.551 10.836651 11.953169 9.163349 8.046831
6.552 10.837062 11.953354 9.162938 8.046646
6.553 10.837472 11.953536 9.162528 8.046464
6.554 10.837881 11.953716 9.162119 8.046284
6.555 10.838289 11.953892 9.161711 8.046108
6.556 10.838695 11.954066 9.161305 8.045934
6.557 10.839100 11.954237 9.160900 8.045763
6.558 10.839504 11.954405 9.160496 8.045595
6.559 10.839906 11.954570 9.160094 8.045430
6.56 10.840308 11.954732 9.159692 8.045268
6.561 10.840708 11.954891 9.159292 8.045109
6.562 10.841107 11.955047 9.158893 8.044953
6.563 10.841504 11.955201 9.158496 8.044799
6.564 10.841901 11.955351 9.158099 8.044649
6.565 10.842296 11.955499 9.157704 8.044501
6.566 10.842690 11.955644 9.157310 8.044356
6.567 10.843082 11.955786 9.156918 8.044214
6.568 10.843474 11.955925 9.156526 8.044075
6.569 10.843864 11.956061 9.156136 8.043939
6.57 10.844253 11.956194 9.155747 8.043806
6.571 10.844641 11.956325 9.155359 8.043675
6.572 10.845027 11.956452 9.154973 8.043548
6.573 10.845413 11.956577 9.154587 8.043423
6.574 10.845797 11.956699 9.154203 8.043301
6.575 10.846179 11.956818 9.153821 8.043182
6.576 10.846561 11.956934 9.153439 8.043066
6.577 10.846941 11.957048 9.153059 8.042952
6.578 10.847320 11.957158 9.152680 8.042842
6.579 10.847698 11.957266 9.152302 8.042734
6.58 10.848075 11.957371 9.151925 8.042629
6.581 10.848450 11.957473 9.151550 8.042527
6.582 10.848825 11.957572 9.151175 8.042428
6.583 10.849197 11.957668 9.150803 8.042332
6.584 10.849569 11.957762 9.150431 8.042238
6.585 10.849940 11.957852 9.150060 8.042148
6.586 10.850309 11.957940 9.149691 8.042060
6.587 10.850677 11.958025 9.149323 8.041975
6.588 10.851044 11.958107 9.148956 8.041893
6.589 10.851409 11.958187 9.148591 8.041813
6.59 10.851774 11.958263 9.148226 8.041737
6.591 10.852137 11.958337 9.147863 8.041663
6.592 10.852499 11.958408 9.147501 8.041592
6.593 10.852859 11.958476 9.147141 8.041524
6.594 10.853219 11.958541 9.146781 8.041459
6.595 10.853577 11.958603 9.146423 8.041397
6.596 10.853934 11.958663 9.146066 8.041337
6.597 10.854290 11.958720 9.145710 8.041280
6.598 10.854644 11.958774 9.145356 8.041226
6.599 10.854998 11.958825 9.145002 8.041175
6.6 10.855350 11.958873 9.144650 8.041127
6.601 10.855701 11.958919 9.144299 8.041081
6.602 10.856050 11.958962 9.143950 8.041038
6.603 10.856399 11.959002 9.143601 8.040998
6.604 10.856746 11.959039 9.143254 8.040961
6.605 10.857092 11.959073 9.142908 8.040927
6.606 10.857437 11.959105 9.142563 8.040895
6.607 10.857780 11.959133 9.142220 8.040867
6.608 10.858123 11.959159 9.141877 8.040841
6.609 10.858464 11.959182 9.141536 8.040818
6.61 10.858803 11.959203 9.141197 8.040797
6.611 10.859142 11.959220 9.140858 8.040780
6.612 10.859479 11.959235 9.140521 8.040765
6.613 10.859816 11.959247 9.140184 8.040753
6.614 10.860151 11.959256 9.139849 8.040744
6.615 10.860484 11.959262 9.139516 8.040738
6.616 10.860817 11.959266 9.139183 8.040734
6.617 10.861148 11.959267 9.138852 8.040733
6.618 10.861478 11.959265 9.138522 8.040735
6.619 10.861807 11.959260 9.138193 8.040740
6.62 10.862135 11.959253 9.137865 8.040747
6.621 10.862461 11.959242 9.137539 8.040758
6.622 10.862786 11.959229 9.137214 8.040771
6.623 10.863110 11.959213 9.136890 8.040787
6.624 10.863433 11.959195 9.136567 8.040805
6.625 10.863754 11.959173 9.136246 8.040827
6.626 10.864074 11.959149 9.135926 8.040851
6.627 10.864393 11.959122 9.135607 8.040878
6.628 10.864711 11.959092 9.135289 8.040908
6.629 10.865028 11.959059 9.134972 8.040941
6.63 10.865343 11.959024 9.134657 8.040976
6.631 10.865657 11.958986 9.134343 8.041014
6.632 10.865970 11.958945 9.134030 8.041055
6.633 10.866282 11.958901 9.133718 8.041099
6.634 10.866592 11.958855 9.133408 8.041145
6.635 10.866902 11.958806 9.133098 8.041194
6.636 10.867210 11.958754 9.132790 8.041246
6.637 10.867516 11.958699 9.132484 8.041301
6.638 10.867822 11.958642 9.132178 8.041358
6.639 10.868126 11.958581 9.131874 8.041419
6.64 10.868429 11.958518 9.131571 8.041482
6.641 10.868731 11.958452 9.131269 8.041548
6.642 10.869032 11.958384 9.130968 8.041616
6.643 10.869331 11.958313 9.130669 8.041687
6.644 10.869629 11.958238 9.130371 8.041762
6.645 10.869926 11.958162 9.130074 8.041838
6.646 10.870222 11.958082 9.129778 8.041918
6.647 10.870517 11.958000 9.129483 8.042000
6.648 10.870810 11.957914 9.129190 8.042086
6.649 10.871102 11.957826 9.128898 8.042174
6.65 10.871393 11.957736 9.128607 8.042264
6.651 10.871682 11.957642 9.128318 8.042358
6.652 10.871971 11.957546 9.128029 8.042454
6.653 10.872258 11.957447 9.127742 8.042553
6.654 10.872544 11.957345 9.127456 8.042655
6.655 10.872829 11.957241 9.127171 8.042759
6.656 10.873112 11.957134 9.126888 8.042866
6.657 10.873394 11.957024 9.126606 8.042976
6.658 10.873675 11.956911 9.126325 8.043089
6.659 10.873955 11.956795 9.126045 8.043205
6.66 10.874233 11.956677 9.125767 8.043323
6.661 10.874511 11.956556 9.125489 8.043444
6.662 10.874787 11.956432 9.125213 8.043568
6.663 10.875062 11.956306 9.124938 8.043694
6.664 10.875335 11.956176 9.124665 8.043824
6.665 10.875608 11.956044 9.124392 8.043956
6.666 10.875879 11.955909 9.124121 8.044091
6.667 10.876149 11.955772 9.123851 8.044228
6.668 10.876417 11.955631 9.123583 8.044369
6.669 10.876685 11.955488 9.123315 8.044512
6.67 10.876951 11.955342 9.123049 8.044658
6.671 10.877216 11.955194 9.122784 8.044806
6.672 10.877480 11.955042 9.122520 8.044958
6.673 10.877742 11.954888 9.122258 8.045112
6.674 10.878003 11.954731 9.121997 8.045269
6.675 10.878263 11.954572 9.121737 8.045428
6.676 10.878522 11.954409 9.121478 8.045591
6.677 10.878780 11.954244 9.121220 8.045756
6.678 10.879036 11.954076 9.120964 8.045924
6.679 10.879291 11.953905 9.120709 8.046095
6.68 10.879545 11.953732 9.120455 8.046268
6.681 10.879797 11.953556 9.120203 8.046444
6.682 10.880049 11.953377 9.119951 8.046623
6.683 10.880299 11.953195 9.119701 8.046805
6.684 10.880547 11.953011 9.119453 8.046989
6.685 10.880795 11.952823 9.119205 8.047177
6.686 10.881041 11.952633 9.118959 8.047367
6.687 10.881287 11.952441 9.118713 8.047559
6.688 10.881530 11.952245 9.118470 8.047755
6.689 10.881773 11.952047 9.118227 8.047953
6.69 10.882014 11.951846 9.117986 8.048154
6.691 10.882254 11.951642 9.117746 8.048358
6.692 10.882493 11.951435 9.117507 8.048565
6.693 10.882731 11.951226 9.117269 8.048774
6.694 10.882967 11.951014 9.117033 8.048986
6.695 10.883202 11.950799 9.116798 8.049201
6.696 10.883436 11.950582 9.116564 8.049418
6.697 10.883669 11.950361 9.116331 8.049639
6.698 10.883900 11.950138 9.116100 8.049862
6.699 10.884130 11.949912 9.115870 8.050088
6.7 10.884359 11.949683 9.115641 8.050317
6.701 10.884587 11.949452 9.115413 8.050548
6.702 10.884813 11.949218 9.115187 8.050782
6.703 10.885038 11.948981 9.114962 8.051019
6.704 10.885262 11.948741 9.114738 8.051259
6.705 10.885485 11.948499 9.114515 8.051501
6.706 10.885706 11.948253 9.114294 8.051747
6.707 10.885926 11.948005 9.114074 8.051995
6.708 10.886145 11.947755 9.113855 8.052245
6.709 10.886363 11.947501 9.113637 8.052499
6.71 10.886579 11.947245 9.113421 8.052755
6.711 10.886794 11.946985 9.113206 8.053015
6.712 10.887008 11.946724 9.112992 8.053276
6.713 10.887220 11.946459 9.112780 8.053541
6.714 10.887431 11.946191 9.112569 8.053809
6.715 10.887641 11.945921 9.112359 8.054079
6.716 10.887850 11.945648 9.112150 8.054352
6.717 10.888058 11.945373 9.111942 8.054627
6.718 10.888264 11.945094 9.111736 8.054906
6.719 10.888469 11.944813 9.111531 8.055187
6.72 10.888672 11.944529 9.111328 8.055471
6.721 10.888875 11.944242 9.111125 8.055758
6.722 10.889076 11.943952 9.110924 8.056048
6.723 10.889276 11.943660 9.110724 8.056340
6.724 10.889474 11.943364 9.110526 8.056636
6.725 10.889671 11.943066 9.110329 8.056934
6.726 10.889867 11.942765 9.110133 8.057235
6.727 10.890062 11.942462 9.109938 8.057538
6.728 10.890256 11.942155 9.109744 8.057845
6.729 10.890448 11.941846 9.109552 8.058154
6.73 10.890639 11.941534 9.109361 8.058466
6.731 10.890828 11.941220 9.109172 8.058780
6.732 10.891017 11.940902 9.108983 8.059098
6.733 10.891204 11.940582 9.108796 8.059418
6.734 10.891389 11.940259 9.108611 8.059741
6.735 10.891574 11.939933 9.108426 8.060067
6.736 10.891757 11.939604 9.108243 8.060396
6.737 10.891939 11.939272 9.108061 8.060728
6.738 10.892120 11.938938 9.107880 8.061062
6.739 10.892299 11.938601 9.107701 8.061399
6.74 10.892477 11.938261 9.107523 8.061739
6.741 10.892654 11.937918 9.107346 8.062082
6.742 10.892829 11.937573 9.107171 8.062427
6.743 10.893003 11.937224 9.106997 8.062776
6.744 10.893176 11.936873 9.106824 8.063127
6.745 10.893348 11.936519 9.106652 8.063481
6.746 10.893518 11.936162 9.106482 8.063838
6.747 10.893687 11.935803 9.106313 8.064197
6.748 10.893855 11.935440 9.106145 8.064560
6.749 10.894021 11.935075 9.105979 8.064925
6.75 10.894186 11.934707 9.105814 8.065293
6.751 10.894350 11.934336 9.105650 8.065664
6.752 10.894512 11.933963 9.105488 8.066037
6.753 10.894674 11.933586 9.105326 8.066414
6.754 10.894833 11.933207 9.105167 8.066793
6.755 10.894992 11.932825 9.105008 8.067175
6.756 10.895149 11.932440 9.104851 8.067560
6.757 10.895305 11.932052 9.104695 8.067948
6.758 10.895460 11.931661 9.104540 8.068339
6.759 10.895613 11.931268 9.104387 8.068732
6.76 10.895765 11.930872 9.104235 8.069128
6.761 10.895916 11.930472 9.104084 8.069528
6.762 10.896065 11.930070 9.103935 8.069930
6.763 10.896213 11.929666 9.103787 8.070334
6.764 10.896360 11.929258 9.103640 8.070742
6.765 10.896505 11.928847 9.103495 8.071153
6.766 10.896650 11.928434 9.103350 8.071566
6.767 10.896792 11.928018 9.103208 8.071982
6.768 10.896934 11.927599 9.103066 8.072401
6.769 10.897074 11.927177 9.102926 8.072823
6.77 10.897213 11.926752 9.102787 8.073248
6.771 10.897350 11.926325 9.102650 8.073675
6.772 10.897486 11.925894 9.102514 8.074106
6.773 10.897621 11.925461 9.102379 8.074539
6.774 10.897754 11.925025 9.102246 8.074975
6.775 10.897887 11.924586 9.102113 8.075414
6.776 10.898017 11.924144 9.101983 8.075856
6.777 10.898147 11.923699 9.101853 8.076301
6.778 10.898275 11.923251 9.101725 8.076749
6.779 10.898402 11.922801 9.101598 8.077199
6.78 10.898527 11.922347 9.101473 8.077653
6.781 10.898651 11.921891 9.101349 8.078109
6.782 10.898774 11.921432 9.101226 8.078568
6.783 10.898895 11.920970 9.101105 8.079030
6.784 10.899015 11.920505 9.100985 8.079495
6.785 10.899134 11.920037 9.100866 8.079963
6.786 10.899252 11.919567 9.100748 8.080433
6.787 10.899368 11.919093 9.100632 8.080907
6.788 10.899482 11.918617 9.100518 8.081383
6.789 10.899595 11.918137 9.100405 8.081863
6.79 10.899707 11.917655 9.100293 8.082345
6.791 10.899818 11.917170 9.100182 8.082830
6.792 10.899927 11.916682 9.100073 8.083318
6.793 10.900035 11.916191 9.099965 8.083809
6.794 10.900141 11.915697 9.099859 8.084303
6.795 10.900247 11.915200 9.099753 8.084800
6.796 10.900350 11.914701 9.099650 8.085299
6.797 10.900453 11.914198 9.099547 8.085802
6.798 10.900554 11.913692 9.099446 8.086308
6.799 10.900653 11.913184 9.099347 8.086816
6.8 10.900752 11.912673 9.099248 8.087327
6.801 10.900848 11.912158 9.099152 8.087842
